0,1,2,3,4
1136.3266666666668,,,,
1135.2916666666667,,,,
1139.0433333333333,,,,
1136.8366666666666,,,,
1135.6833333333334,,,,
1136.2383333333337,,,,
2935.005,2834.7233333333334,368.64833333333337,623.255,
2935.0,2833.648333333333,384.8783333333333,606.08,
506.5966666666667,2935.788333333333,2843.5533333333337,262.51666666666665,581.86
887.3,,,,
949.3933333333334,912.4733333333336,,,
950.7383333333332,965.1833333333332,,,
950.4433333333334,958.415,,,
1138.9816666666668,,,,
1134.55,,,,
1137.62,,,,
1138.3316666666667,,,,
1138.1249999999998,,,,
2935.0,602.7866666666666,2828.79,580.9716666666667,
2941.655,2935.0,2825.955,579.2733333333333,
2935.3866666666668,564.4816666666667,2842.02,588.0849999999998,
871.0,,,,
871.0,,,,
871.0,,,,
871.0,859.0,,,
1134.8766666666668,,,,
1135.5866666666668,,,,
1138.0549999999998,,,,
1135.9666666666667,,,,
1136.585,,,,
1123.0,1134.4383333333333,,,
2935.0,2935.0,2827.063333333333,579.625,
2937.038333333333,2935.0,2845.7266666666665,573.535,
758.3249999999999,802.2916666666669,804.1999999999997,804.5016666666667,
567.7649999999999,798.7500000000002,803.0666666666667,804.5300000000001,30.311666666666675
556.2100000000002,798.5749999999997,803.0,804.5366666666666,30.325000000000006
1877.388333333333,,,,
887.0333333333332,881.495,,,
1849.621666666667,907.1383333333334,,,
2083.0,2024.0,,,
2083.0,2083.0,33.733333333333334,,
1135.3916666666669,,,,
1123.0,1138.3983333333333,,,
1138.6633333333332,,,,
780.7533333333336,797.37,800.935,27.7,
628.6700000000001,792.5816666666665,799.6,800.9,
714.3366666666666,795.3516666666667,800.6999999999997,800.9116666666666,
2691.0,897.0,,,
897.0,,,,
897.0,,,,
897.0,,,,
2691.0,1794.0,,,
897.0,,,,
897.0,,,,
897.0,,,,
2691.0,1794.0,,,
1137.985,,,,
1134.4383333333333,,,,
1135.0883333333334,,,,
1138.7283333333332,,,,
2935.0116666666668,566.2966666666667,2835.858333333333,617.055,
894.0633333333333,,,,
1780.5383333333334,,,,
1755.505,,,,
966.2716666666666,,,,
