0,1,2,3,4
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
1.924725184866773,0.6415750616222576,0.0,0.0,0.0
12.504395706661763,4.168131902220588,0.0,0.0,0.0
25.194089038185776,8.398029679395256,0.0,0.0,0.0
37.83723869888231,12.612412899627438,0.0,0.0,0.0
55.04792169585928,18.349307231953095,0.0,0.0,0.0
61.58345658293266,20.527818860977558,0.0,0.0,0.0
62.47364267448377,20.824547558161253,0.0,0.0,0.0
51.76755430077301,17.255851433590998,0.0,0.0,0.0
41.130718264093616,13.710239421364536,0.0,0.0,0.0
36.89971487189762,12.29990495729921,0.0,0.0,0.0
32.41701894521413,10.805672981738043,0.0,0.0,0.0
18.528846392409438,6.1762821308031475,0.0,0.0,0.0
3.135226436500119,1.0450754788333732,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
