0,1,2,3,4
225.35594444444445,,,,
225.35594444444442,,,,
225.35594444444445,,,,
225.35594444444445,,,,
225.35594444444445,,,,
225.35594444444445,,,,
1336.313861111111,408.32377777777776,93.48116666666668,56.59366666666667,
1336.3864166666667,408.3245555555556,93.46986111111111,56.53163888888888,
8.443277777777778,1328.8445833333337,408.32755555555553,93.53950000000002,55.55755555555555
134.31713888888888,,,,
212.09555555555556,321.65147222222225,,,
203.50927777777775,566.9543055555556,,,
201.92252777777782,439.2320277777778,,,
450.71188888888884,,,,
225.35594444444442,,,,
225.35594444444445,,,,
225.35594444444445,,,,
225.35594444444445,,,,
1300.8595833333334,140.56341666666665,357.31927777777776,95.97019444444443,
1167.2183055555556,215.6959722222222,394.01780555555547,117.78038888888891,
1310.3529166666667,131.81675,369.54288888888885,82.99991666666668,
101.01527777777777,,,,
639.4419444444445,,,,
101.01527777777778,,,,
407.0138888888889,99.26222222222222,,,
225.35594444444445,,,,
225.35594444444445,,,,
225.35594444444445,,,,
225.35594444444442,,,,
225.35594444444445,,,,
76.42638888888888,148.92955555555554,,,
625.0585833333333,736.9438055555555,400.8908055555556,131.81927777777778,
828.8780277777779,544.1188333333332,395.1741111111111,126.5415,
498.01461111111115,797.3982499999998,803.3683055555555,241.36269444444446,
38.04255555555555,713.8461388888888,801.5038611111111,774.6990833333333,12.052222222222223
29.204805555555556,710.2588333333333,801.4366944444446,786.7802222222222,12.463305555555557
969.9025277777777,,,,
41.203166666666675,93.11397222222222,,,
817.5875555555557,132.8207222222222,,,
947.0417500000002,828.7155555555556,,,
217.36119444444444,1557.8338888888889,0.5622222222222222,,
225.35594444444442,,,,
109.4925,115.86344444444444,,,
225.35594444444445,,,,
558.4321111111111,792.3738888888888,639.5439444444445,8.402277777777778,
158.5571388888889,745.0943333333333,796.7588333333333,298.3419166666667,
344.2041666666667,777.8376111111113,798.4209999999999,78.28944444444444,
1246.688888888889,153.48666666666665,,,
84.91750000000002,,,,
84.91749999999999,,,,
84.9175,,,,
1909.4016666666669,213.5358333333333,,,
84.9175,,,,
84.9175,,,,
84.91749999999999,,,,
1439.3802777777782,124.33416666666665,,,
225.35594444444445,,,,
225.35594444444442,,,,
225.35594444444445,,,,
225.35594444444445,,,,
1303.282361111111,138.33119444444444,363.00511111111115,90.09380555555556,
134.31713888888888,,,,
268.63486111111115,,,,
268.63422222222226,,,,
813.0056666666668,,,,
